emp_no,salary,from_date,to_date
10095,65982,1995-03-10,1996-03-09
10096,65962,2001-01-22,2002-01-22
10096,63811,2000-01-23,2001-01-22
10096,68612,2002-01-22,9999-01-01
10096,61395,1999-01-23,2000-01-23
10097,59339,1997-09-13,1998-09-13
10097,53699,1995-09-14,1996-09-13
10097,51981,1993-09-14,1994-09-14
10097,67846,2000-09-12,2001-09-12
10097,65841,1999-09-13,2000-09-12
10097,62690,1998-09-13,1999-09-13
10097,56903,1996-09-13,1997-09-13
10097,53075,1994-09-14,1995-09-14
10097,70161,2001-09-12,9999-01-01
10097,50406,1992-09-14,1993-09-14
10097,47987,1991-09-15,1992-09-14
10097,44886,1990-09-15,1991-09-15
10098,53646,1991-05-12,1992-05-11
10098,56202,1992-05-11,1992-12-11
10098,48625,1988-05-12,1989-05-12
10098,41426,1986-05-13,1987-05-13
10098,51404,1990-05-12,1991-05-12
10098,40000,1985-05-13,1986-05-13
10098,45147,1987-05-13,1988-05-12
10098,49228,1989-05-12,1990-05-12
10099,68781,1988-10-18,1989-10-18
10099,98538,2001-10-15,9999-01-01
10099,70711,1989-10-18,1990-10-18
10099,95842,2000-10-15,2001-10-15
10099,86212,1997-10-16,1998-10-16
10099,85032,1994-10-17,1995-10-17
10099,81154,1992-10-17,1993-10-17
10099,93297,1999-10-16,2000-10-15
10099,75094,1990-10-18,1991-10-18
10099,81480,1993-10-17,1994-10-17
10099,86038,1996-10-16,1997-10-16
10099,78490,1991-10-18,1992-10-17
10099,89257,1998-10-16,1999-10-16
10099,84698,1995-10-17,1996-10-16
10100,69404,1996-09-18,1997-09-18
10100,58209,1990-09-20,1991-09-20
10100,59188,1992-09-19,1993-09-19
10100,57770,1991-09-20,1992-09-19
10100,55586,1988-09-20,1989-09-20
10100,68037,1995-09-19,1996-09-18
10100,70464,1998-09-18,1999-09-18
10100,70575,1997-09-18,1998-09-18
10100,72343,1999-09-18,2000-09-17
10100,60763,1993-09-19,1994-09-19
10100,54398,1987-09-21,1988-09-20
10100,74957,2001-09-17,9999-01-01
10100,57195,1989-09-20,1990-09-20
10100,74365,2000-09-17,2001-09-17
10100,64797,1994-09-19,1995-09-19
10101,66591,1998-10-14,1999-10-14
10068,113229,2001-08-03,9999-01-01
10071,53315,2001-08-03,9999-01-01
10068,111623,1999-08-04,2000-08-03
10071,46295,1999-08-04,2000-08-03
10068,106204,1997-08-04,1998-08-04
10071,41656,1997-08-04,1998-08-04
10068,101630,1995-08-05,1996-08-04
10071,40000,1995-08-05,1996-08-04
10068,112470,2000-08-03,2001-08-03
10071,49837,2000-08-03,2001-08-03
10068,108345,1998-08-04,1999-08-04
10071,42768,1998-08-04,1999-08-04
10068,105533,1996-08-04,1997-08-04
10071,40087,1996-08-04,1997-08-04
10314,68434,1996-01-14,1997-01-13
10314,83247,2000-01-13,2001-01-12
10314,87746,2001-01-12,2002-01-12
10314,87352,2002-01-12,9999-01-01
10314,76602,1998-01-13,1999-01-13
10314,80800,1999-01-13,2000-01-13
10314,67191,1994-01-14,1995-01-14
10314,68075,1995-01-14,1996-01-14
10314,72798,1997-01-13,1998-01-13
10315,87649,2000-08-24,2001-08-24
10315,77194,1993-08-26,1994-08-26
10315,66382,1990-08-27,1991-08-27
10315,84733,1999-08-25,2000-08-24
10315,83874,1998-08-25,1999-08-25
10315,72984,1992-08-26,1993-08-26
10315,78136,1996-08-25,1997-08-25
10315,68748,1991-08-27,1992-08-26
10315,60494,1987-08-28,1988-08-27
10315,82098,1997-08-25,1998-08-25
10315,77329,1995-08-26,1996-08-25
10315,61637,1988-08-27,1989-08-27
10315,87577,2001-08-24,9999-01-01
10315,65267,1989-08-27,1990-08-27
10315,77813,1994-08-26,1995-08-26
10317,53985,2000-01-24,2001-01-23
10317,54408,2001-01-23,2002-01-23
10317,51129,1999-01-24,2000-01-24
10317,56014,2002-01-23,9999-01-01
10318,97042,1999-03-20,2000-03-19
10318,84061,1993-03-21,1994-03-21
10318,73412,1990-03-22,1991-03-22
10318,86073,1995-03-21,1996-03-20
10318,80265,1992-03-21,1993-03-21
10318,73187,1989-03-22,1990-03-22
10318,86539,1994-03-21,1995-03-21
10318,90263,1996-03-20,1997-03-20
10318,97397,2000-03-19,2001-03-19
10318,73259,1987-03-23,1988-03-22
10318,99371,2002-03-19,9999-01-01
10318,92341,1997-03-20,1998-03-20
10318,72812,1988-03-22,1989-03-22
10318,98204,2001-03-19,2002-03-19
10318,92969,1998-03-20,1999-03-20
10318,77112,1991-03-22,1992-03-21
10319,106263,2002-06-16,9999-01-01
10319,92175,1997-06-17,1998-06-17
10319,94511,1998-06-17,1999-06-17
10319,101421,2000-06-16,2001-06-16
10319,84162,1994-06-18,1995-06-18
10319,97332,1999-06-17,2000-06-16
10319,85979,1995-06-18,1996-06-17
10319,89197,1996-06-17,1997-06-17
10319,103621,2001-06-16,2002-06-16
10320,76864,1995-11-02,1996-11-01
10320,87526,1998-11-01,1999-11-01
10320,71784,1993-11-02,1994-11-02
10320,79738,1996-11-01,1997-11-01
10320,75798,1994-11-02,1995-11-02
10320,89956,1999-11-01,2000-10-31
10320,83350,1997-11-01,1998-11-01
10320,58483,1988-11-03,1989-11-03
10320,65130,1990-11-03,1991-11-03
10320,69337,1991-11-03,1992-11-02
10320,92383,2000-10-31,2001-10-31
10320,92205,2001-10-31,2001-12-23
10320,61372,1989-11-03,1990-11-03
10320,71024,1992-11-02,1993-11-02
10321,86819,1995-07-24,1996-07-23
10321,94282,1998-07-23,1999-07-23
10321,88201,1996-07-23,1997-07-23
10321,98519,1999-07-23,1999-08-14
10321,92691,1997-07-23,1998-07-23
10322,41968,1990-01-29,1991-01-29
10322,46060,1992-01-29,1993-01-28
10322,50094,1993-01-28,1994-01-28
10322,72886,2002-01-26,9999-01-01
10322,46043,1991-01-29,1992-01-29
10322,57655,1996-01-28,1997-01-27
10322,60851,1997-01-27,1998-01-27
10322,55586,1995-01-28,1996-01-28
10322,70463,2000-01-27,2001-01-26
10322,66027,1999-01-27,2000-01-27
10322,51672,1994-01-28,1995-01-28
10322,63687,1998-01-27,1999-01-27
10322,70313,2001-01-26,2002-01-26
10323,62178,1998-06-04,1999-06-04
10323,58079,1997-06-04,1998-06-04
10323,44192,1992-06-05,1993-06-05
10323,63254,2000-06-03,2001-06-03
10323,48086,1993-06-05,1994-06-05
10323,53409,1995-06-05,1996-06-04
10323,62268,1999-06-04,2000-06-03
10323,67687,2001-06-03,2002-06-03
10323,51212,1994-06-05,1995-06-05
10323,55392,1996-06-04,1997-06-04
10323,72048,2002-06-03,9999-01-01
10324,67499,1999-07-19,2000-07-18
10324,76568,2002-07-18,9999-01-01
10324,73759,2001-07-18,2002-07-18
10324,71922,2000-07-18,2001-07-18
10325,59859,1997-09-18,1998-09-18
10325,60630,1998-09-18,1999-09-18
10325,58514,1996-09-18,1997-09-18
10325,54759,1994-09-19,1995-09-19
10325,63081,2001-09-17,9999-01-01
10325,54806,1995-09-19,1996-09-18
10325,54766,1993-09-19,1994-09-19
10325,63067,1999-09-18,2000-09-17
10325,63278,2000-09-17,2001-09-17
10325,50647,1992-09-19,1993-09-19
10325,47448,1991-09-20,1992-09-19
10325,44325,1990-09-20,1991-09-20
10326,48095,2000-09-01,2001-09-01
10326,52152,2001-09-01,9999-01-01
10326,43678,1999-09-02,2000-09-01
10327,57994,1989-09-17,1990-09-17
10327,60389,1990-09-17,1991-09-17
10327,60287,1991-09-17,1992-09-16
10327,59866,1992-09-16,1993-05-22
10327,54734,1987-09-18,1988-09-17
10327,55702,1988-09-17,1989-09-17
10328,49310,1999-07-17,2000-07-16
10328,46286,1998-07-17,1999-07-17
10328,49711,2001-07-16,2002-07-16
10328,49807,2000-07-16,2001-07-16
10328,51715,2002-07-16,9999-01-01
10329,53737,1989-01-19,1990-01-19
10329,62002,1992-01-19,1993-01-18
10329,67445,1995-01-18,1996-01-18
10329,78685,1998-01-17,1999-01-17
10329,81884,1999-01-17,2000-01-17
10329,89171,2002-01-16,9999-01-01
10329,74248,1997-01-17,1998-01-17
10329,57721,1991-01-19,1992-01-19
10329,83229,2000-01-17,2001-01-16
10329,52059,1987-01-20,1988-01-20
10329,55985,1990-01-19,1991-01-19
10329,51664,1986-01-20,1987-01-20
10329,53656,1988-01-20,1989-01-19
10329,65903,1993-01-18,1994-01-18
10329,85563,2001-01-16,2002-01-16
10329,66691,1994-01-18,1995-01-18
10329,70777,1996-01-18,1997-01-17
10330,94878,1997-10-07,1998-10-07
10330,94582,1998-10-07,1999-10-07
10330,97680,1999-10-07,2000-10-06
10330,97606,2000-10-06,2001-10-06
10330,86545,1993-10-08,1994-10-08
10330,93169,1996-10-07,1997-10-07
10330,97400,2001-10-06,9999-01-01
10330,91303,1995-10-08,1996-10-07
10330,89645,1994-10-08,1995-10-08
10331,73694,1996-10-26,1997-10-26
10331,86063,2001-10-25,9999-01-01
10331,69126,1993-10-27,1994-10-27
10331,65982,1991-10-28,1992-10-27
10331,59040,1988-10-28,1989-10-28
10331,63441,1990-10-28,1991-10-28
10331,73737,1997-10-26,1998-10-26
10331,78367,1999-10-26,2000-10-25
10331,70918,1994-10-27,1995-10-27
10331,67114,1992-10-27,1993-10-27
10331,59097,1987-10-29,1988-10-28
10331,82753,2000-10-25,2001-10-25
10331,55800,1986-10-29,1987-10-29
10331,60090,1989-10-28,1990-10-28
10331,73971,1998-10-26,1999-10-26
10331,72741,1995-10-27,1996-10-26
10332,61652,1995-10-19,1996-10-18
10332,59850,1993-10-19,1994-10-19
10332,58465,1992-10-19,1993-10-19
10332,61596,1994-10-19,1995-10-19
10332,54361,1989-10-20,1990-10-20
10332,65451,1996-10-18,1997-03-07
10332,58930,1991-10-20,1992-10-19
10332,55112,1990-10-20,1991-10-20
10332,52133,1988-10-20,1989-10-20
10333,65713,2002-01-14,9999-01-01
10333,45141,1993-01-16,1994-01-16
10333,56347,1996-01-16,1997-01-15
10333,56973,1997-01-15,1998-01-15
10333,59794,2000-01-15,2001-01-14
10333,51890,1995-01-16,1996-01-16
10333,59301,1999-01-15,2000-01-15
10333,58162,1998-01-15,1999-01-15
10333,63216,2001-01-14,2002-01-14
10333,49364,1994-01-16,1995-01-16
10334,40060,1999-02-15,2000-02-15
10334,42357,2000-02-15,2001-02-14
10334,43601,2001-02-14,2002-02-14
10334,43932,2002-02-14,9999-01-01
10335,52633,1992-04-06,1993-04-06
10335,72639,2002-04-03,9999-01-01
10335,51715,1994-04-06,1995-04-06
10335,52199,1993-04-06,1994-04-06
10335,63323,1997-04-04,1998-04-04
10335,69784,2001-04-04,2002-04-03
10335,69532,1999-04-05,2000-04-04
10335,65685,1998-04-04,1999-04-05
10335,69433,2000-04-04,2001-04-04
10335,59343,1996-04-04,1997-04-04
10335,55330,1995-04-06,1996-04-04
10336,73474,2000-09-26,2001-09-26
10336,63139,1997-09-27,1998-09-27
10336,66337,1998-09-27,1999-09-27
10336,70404,1999-09-27,2000-09-26
10336,63248,1996-09-27,1997-09-27
10336,77738,2001-09-26,9999-01-01
10337,60352,1999-04-25,2000-04-24
10337,67239,2002-04-24,9999-01-01
10337,66255,2001-04-24,2002-04-24
10337,56061,1998-04-25,1999-04-25
10337,62554,2000-04-24,2001-04-24
10338,42992,2000-12-28,2001-12-28
10338,46164,2001-12-28,9999-01-01
10339,43916,1992-11-29,1993-11-29
10339,44847,1994-11-29,1995-11-29
10339,56254,1998-11-28,1999-11-28
10339,58472,2001-11-27,9999-01-01
10339,56266,1999-11-28,2000-11-27
10339,58254,2000-11-27,2001-11-27
10339,46103,1995-11-29,1996-11-28
10339,44307,1993-11-29,1994-11-29
10339,53562,1997-11-28,1998-11-28
10339,44129,1991-11-30,1992-11-29
10339,41319,1990-11-30,1991-11-30
10339,50369,1996-11-28,1997-11-28
10340,75632,1991-03-30,1992-03-29
10340,91138,2000-03-27,2001-03-27
10340,68871,1989-03-30,1990-03-30
10340,79506,1992-03-29,1993-03-29
10340,82422,1995-03-29,1996-03-28
10340,93168,2002-03-27,9999-01-01
10340,86594,1996-03-28,1997-03-28
10340,80952,1994-03-29,1995-03-29
10340,89626,1999-03-28,2000-03-27
10340,86206,1997-03-28,1998-03-28
10340,92670,2001-03-27,2002-03-27
10340,68132,1988-03-30,1989-03-30
10340,80368,1993-03-29,1994-03-29
10340,88899,1998-03-28,1999-03-28
10340,73282,1990-03-30,1991-03-30
10341,43804,1989-04-28,1990-04-28
10341,43312,1988-04-28,1989-04-28
10341,46784,1991-04-28,1992-04-27
10341,53261,1994-04-27,1995-04-27
10341,61751,1998-04-26,1998-11-11
10341,56527,1995-04-27,1996-04-26
10341,60962,1997-04-26,1998-04-26
10341,49913,1992-04-27,1993-04-27
10341,50763,1993-04-27,1994-04-27
10341,58921,1996-04-26,1997-04-26
10341,44687,1990-04-28,1991-04-28
10342,54599,1995-07-23,1996-07-22
10342,71265,2001-07-21,2002-07-21
10342,50338,1994-07-23,1995-07-23
10342,41897,1989-07-24,1990-07-24
10342,47065,1992-07-23,1993-07-23
10342,49680,1993-07-23,1994-07-23
10342,65362,1999-07-22,2000-07-21
10342,41615,1990-07-24,1991-07-24
10342,40326,1988-07-24,1989-07-24
10342,66854,2000-07-21,2001-07-21
10342,74705,2002-07-21,9999-01-01
10342,61374,1998-07-22,1999-07-22
10342,55067,1996-07-22,1997-07-22
10342,59162,1997-07-22,1998-07-22
10342,44260,1991-07-24,1992-07-23
10343,42892,1998-10-03,1999-10-03
10343,47242,2001-10-02,9999-01-01
10343,44758,2000-10-02,2001-10-02
10343,42527,1999-10-03,2000-10-02
10344,55154,2000-04-18,2001-04-18
10344,58421,2001-04-18,2002-04-18
10344,59655,2002-04-18,9999-01-01
10344,53087,1999-04-19,2000-04-18
10345,87195,2001-11-06,9999-01-01
10345,82413,1999-11-07,2000-11-06
10345,81122,1998-11-07,1999-11-07
10345,85326,2000-11-06,2001-11-06
10345,74252,1996-11-07,1997-11-07
10345,71188,1995-11-08,1996-11-07
10345,66930,1993-11-08,1994-11-08
10345,70523,1994-11-08,1995-11-08
10345,78712,1997-11-07,1998-11-07
10346,78088,1992-01-17,1993-01-16
10346,81121,1996-01-16,1996-04-20
10346,77938,1995-01-16,1996-01-16
10346,77913,1993-01-16,1994-01-16
10346,77525,1994-01-16,1995-01-16
10347,42199,1998-02-20,1999-02-20
10347,47968,2000-02-20,2001-02-19
10347,44922,1999-02-20,2000-02-20
10347,53581,2002-02-19,9999-01-01
10347,51825,2001-02-19,2002-02-19
10348,57900,2000-10-20,2001-10-20
10348,58587,2001-10-20,9999-01-01
10348,54520,1999-10-21,2000-10-20
10348,50544,1998-10-21,1999-10-21
10348,48313,1997-10-21,1998-10-21
10348,44408,1996-10-21,1997-10-21
10349,50639,1992-09-27,1993-09-27
10349,53322,1993-09-27,1994-09-27
10349,56748,1995-09-27,1996-09-26
10349,61668,1999-09-26,2000-09-25
10349,64949,2000-09-25,2001-09-25
10349,47518,1991-09-28,1992-09-27
10349,66474,2001-09-25,9999-01-01
10349,59982,1998-09-26,1999-09-26
10349,54689,1994-09-27,1995-09-27
10349,57592,1996-09-26,1997-09-26
10349,59746,1997-09-26,1998-09-26
10350,48043,1994-05-10,1995-05-10
10350,55835,1997-05-09,1998-01-16
10350,46877,1993-05-10,1994-05-10
10350,43676,1992-05-10,1993-05-10
10350,50931,1995-05-10,1996-05-09
10350,52254,1996-05-09,1997-05-09
10350,41213,1991-05-11,1992-05-10
10351,49802,2002-04-29,9999-01-01
10351,42538,1996-04-30,1997-04-30
10351,42333,1998-04-30,1999-04-30
10351,47540,2001-04-29,2002-04-29
10351,45097,2000-04-29,2001-04-29
10351,42434,1997-04-30,1998-04-30
10351,41965,1999-04-30,2000-04-29
10352,41519,1999-12-16,2000-12-15
10352,44683,2001-12-15,9999-01-01
10352,41803,2000-12-15,2001-12-15
10353,87254,2001-08-21,9999-01-01
10353,81825,1997-08-22,1998-08-22
10353,87391,2000-08-21,2001-08-21
10353,62656,1989-08-24,1990-08-24
10353,82493,1998-08-22,1999-08-22
10353,71474,1992-08-23,1993-08-23
10353,67688,1991-08-24,1992-08-23
10353,75721,1993-08-23,1994-08-23
10353,84163,1999-08-22,2000-08-21
10353,80601,1996-08-22,1997-08-22
10353,77367,1994-08-23,1995-08-23
10353,63562,1990-08-24,1991-08-24
10353,78845,1995-08-23,1996-08-22
10354,64174,2000-03-02,2001-03-02
10354,63691,2001-03-02,2002-01-01
10354,60762,1999-03-03,2000-03-02
10355,78589,2002-01-24,9999-01-01
10355,77566,2000-01-25,2001-01-24
10355,77494,2001-01-24,2002-01-24
10355,75953,1999-01-25,2000-01-25
10355,74727,1998-01-25,1999-01-25
10355,72088,1997-01-25,1998-01-25
10355,70434,1996-01-26,1997-01-25
10356,55468,1999-06-25,2000-06-24
10356,45376,1995-06-26,1996-06-25
10356,48529,1997-06-25,1998-06-25
10356,55788,2000-06-24,2001-06-24
10356,58209,2001-06-24,2002-06-24
10356,60344,2002-06-24,9999-01-01
10356,51367,1998-06-25,1999-06-25
10356,44901,1996-06-25,1997-06-25
10357,56260,2002-04-01,9999-01-01
10357,44301,1997-04-02,1998-04-02
10357,40782,1995-04-04,1996-04-02
10357,43292,1996-04-02,1997-04-02
10357,50380,2000-04-01,2001-04-02
10357,50059,1999-04-02,2000-04-01
10357,46746,1998-04-02,1999-04-02
10357,52880,2001-04-02,2002-04-01
10358,63243,1991-02-19,1992-02-19
10358,89913,2001-02-16,2002-02-16
10358,86096,2000-02-17,2001-02-16
10358,67888,1993-02-18,1994-02-18
10358,79206,1997-02-17,1998-02-17
10358,71829,1995-02-18,1996-02-18
10358,75523,1996-02-18,1997-02-17
10358,67751,1994-02-18,1995-02-18
10358,64253,1992-02-19,1993-02-18
10358,82298,1999-02-17,2000-02-17
10358,90950,2002-02-16,9999-01-01
10358,81004,1998-02-17,1999-02-17
10359,47061,2001-07-19,2002-07-19
10359,44457,2000-07-19,2001-07-19
10359,47188,2002-07-19,9999-01-01
10359,40891,1999-07-20,2000-07-19
10360,41267,1999-09-04,2000-09-03
10360,40252,1997-09-04,1998-09-04
10360,40759,1998-09-04,1999-09-04
10360,43073,2001-09-03,9999-01-01
10360,42360,2000-09-03,2001-09-03
10361,73733,1993-10-21,1994-10-21
10361,74279,1994-10-21,1995-10-21
10361,81811,2000-10-19,2001-10-19
10361,67435,1988-10-22,1989-10-22
10361,81801,2001-10-19,9999-01-01
10361,71435,1990-10-22,1991-10-22
10361,64213,1986-10-23,1987-10-23
10361,65633,1987-10-23,1988-10-22
10361,77958,1998-10-20,1999-10-20
10361,74096,1992-10-21,1993-10-21
10361,77785,1997-10-20,1998-10-20
10361,71878,1989-10-22,1990-10-22
10361,73934,1991-10-22,1992-10-21
10361,74292,1996-10-20,1997-10-20
10361,74688,1995-10-21,1996-10-20
10361,79768,1999-10-20,2000-10-19
10362,54987,1996-10-31,1997-07-16
10362,48889,1994-11-01,1995-11-01
10362,44091,1991-11-02,1992-11-01
10362,49296,1993-11-01,1994-11-01
10362,45546,1992-11-01,1993-11-01
10362,53121,1995-11-01,1996-10-31
10363,40853,1986-09-11,1987-09-11
10363,46505,1988-09-10,1989-09-10
10363,47139,1989-09-10,1990-09-10
10363,50195,1991-09-10,1992-09-09
10363,46746,1990-09-10,1991-09-10
10363,40401,1985-09-11,1986-09-11
10363,44391,1987-09-11,1988-09-10
10363,53008,1992-09-09,1993-02-12
10364,80943,1995-11-12,1996-11-11
10364,76081,1993-11-12,1994-11-12
10364,55893,1986-11-14,1987-11-14
10364,89220,1998-11-11,1999-11-11
10364,68118,1991-11-13,1992-11-12
10364,68407,1990-11-13,1991-11-13
10364,76850,1994-11-12,1995-11-12
10364,65698,1989-11-13,1990-11-13
10364,59552,1987-11-14,1988-11-13
10364,72361,1992-11-12,1993-11-12
10364,85239,1997-11-11,1998-11-11
10364,89026,1999-11-11,2000-11-10
10364,63888,1988-11-13,1989-11-13
10364,92482,2000-11-10,2001-11-10
10364,51401,1985-11-14,1986-11-14
10364,82740,1996-11-11,1997-11-11
10364,94739,2001-11-10,9999-01-01
10365,50581,1989-10-21,1990-10-21
10365,49984,1988-10-21,1989-10-21
10365,52430,1991-10-21,1992-04-04
10365,45523,1987-10-22,1988-10-21
10365,51141,1990-10-21,1991-10-21
10366,55981,2000-08-14,2001-08-14
10366,53873,1999-08-15,2000-08-14
10366,47229,1997-08-15,1998-08-15
10366,51049,1998-08-15,1999-08-15
10366,60214,2001-08-14,9999-01-01
10367,83773,2000-06-21,2001-06-21
10367,83628,2001-06-21,2002-06-21
10367,66440,1993-06-23,1994-06-23
10367,76865,1997-06-22,1998-06-22
10367,80944,1999-06-22,2000-06-21
10367,79256,1998-06-22,1999-06-22
10367,73399,1996-06-22,1997-06-22
10367,66648,1992-06-23,1993-06-23
10367,72841,1995-06-23,1996-06-22
10367,63565,1991-06-24,1992-06-23
10367,69291,1994-06-23,1995-06-23
10367,83569,2002-06-21,9999-01-01
10368,42463,1996-05-16,1997-05-16
10368,46785,1997-05-16,1998-05-16
10368,52703,1999-05-16,2000-05-15
10368,56600,2002-05-15,9999-01-01
10368,50393,1998-05-16,1999-05-16
10368,56679,2001-05-15,2002-05-15
10368,53597,2000-05-15,2001-05-15
10369,47236,1994-09-05,1995-09-05
10369,48495,1995-09-05,1996-09-04
10369,52025,1997-09-04,1998-09-04
10369,52002,1998-09-04,1999-09-04
10369,49000,1996-09-04,1997-09-04
10369,51631,1999-09-04,2000-09-03
10369,53520,2000-09-03,2001-09-03
10369,54438,2001-09-03,9999-01-01
10370,42411,1995-04-18,1996-04-17
10370,40010,1992-04-18,1993-04-18
10370,42482,1996-04-17,1997-04-17
10370,46583,2002-04-16,9999-01-01
10370,42021,1997-04-17,1998-04-17
10370,43799,2000-04-16,2001-04-16
10370,42732,1999-04-17,2000-04-16
10370,42419,1994-04-18,1995-04-18
10370,42373,1998-04-17,1999-04-17
10370,44273,2001-04-16,2002-04-16
10370,42139,1993-04-18,1994-04-18
10371,83870,1999-11-26,2000-11-25
10371,70625,1995-11-27,1996-11-26
10371,79844,1998-11-26,1999-11-26
10371,76330,1997-11-26,1998-11-26
10371,85789,2001-11-25,9999-01-01
10371,61475,1989-11-28,1990-11-28
10371,85528,2000-11-25,2001-11-25
10371,73032,1996-11-26,1997-11-26
10371,62801,1990-11-28,1991-11-28
10371,62804,1992-11-27,1993-11-27
10371,63056,1991-11-28,1992-11-27
10371,65619,1993-11-27,1994-11-27
10371,66377,1994-11-27,1995-11-27
10372,54505,1985-07-30,1986-07-30
10372,82417,2000-07-26,2001-07-26
10372,82884,1999-07-27,2000-07-26
10372,77847,1996-07-27,1997-07-27
10372,79636,1997-07-27,1998-07-27
10372,77029,1994-07-28,1995-07-28
10372,85813,2001-07-26,2002-07-26
10372,72847,1992-07-28,1993-07-28
10372,72444,1991-07-29,1992-07-28
10372,78178,1995-07-28,1996-07-27
10372,73096,1993-07-28,1994-07-28
10372,85455,2002-07-26,9999-01-01
10372,58189,1986-07-30,1987-07-30
10372,59622,1987-07-30,1988-07-29
10372,68430,1990-07-29,1991-07-29
10372,63586,1988-07-29,1989-07-29
10372,67434,1989-07-29,1990-07-29
10372,82469,1998-07-27,1999-07-27
10373,53305,1997-04-26,1998-04-26
10373,56434,1999-04-26,2000-04-25
10373,58845,2002-04-25,9999-01-01
10373,56218,1998-04-26,1999-04-26
10373,58742,2001-04-25,2002-04-25
10373,56693,2000-04-25,2001-04-25
10374,69568,1993-12-08,1994-12-08
10374,73547,1995-12-08,1996-03-29
10374,69423,1994-12-08,1995-12-08
10375,107218,2002-05-27,9999-01-01
10375,99100,1996-05-28,1997-05-28
10375,96804,1995-05-29,1996-05-28
10375,104610,1999-05-28,2000-05-27
10375,93329,1994-05-29,1995-05-29
10375,104851,2001-05-27,2002-05-27
10375,102901,1998-05-28,1999-05-28
10375,103291,1997-05-28,1998-05-28
10375,105188,2000-05-27,2001-05-27
10376,50050,1992-12-07,1993-12-07
10376,55287,1997-12-06,1998-12-06
10376,54077,1994-12-07,1995-12-07
10376,56647,1998-12-06,1999-12-06
10376,64196,2000-12-05,2001-12-05
10376,42634,1990-12-08,1991-12-08
10376,45696,1991-12-08,1992-12-07
10376,55782,1996-12-06,1997-12-06
10376,54653,1995-12-07,1996-12-06
10376,51393,1993-12-07,1994-12-07
10376,60786,1999-12-06,2000-12-05
10376,65398,2001-12-05,9999-01-01
10377,47360,2000-08-23,2001-08-23
10377,50359,2001-08-23,9999-01-01
10377,46675,1998-08-24,1999-08-24
10377,44255,1997-08-24,1998-08-24
10377,46468,1999-08-24,2000-08-23
10378,87894,1997-08-30,1998-08-30
10378,81877,1995-08-31,1996-08-30
10378,88480,1999-08-30,2000-08-29
10378,88904,1998-08-30,1999-08-30
10378,92842,2001-08-29,9999-01-01
